Date,Customer_ID,Gender,Age,Region,Product,Quantity,Sales,Profit
2024-02-27,CUST0139,Male,61,South,Tablet,2.0,46474.0,7334.0
2024-03-08,CUST0140,Male,33,North,Hard Drive,7.0,59717.0,8270.0
2024-06-23,CUST0141,Male,59,North,Graphics Card,5.0,198945.0,33316.0
2024-12-09,CUST0142,Male,28,Central,SSD,4.0,28176.0,3725.0
2024-03-15,CUST0143,Female,40,West,Laptop,11.0,591283.0,70143.0
2024-05-02,CUST0144,Female,33,East,Smartphone,3.0,89034.0,
2024-10-13,CUST0145,Male,56,North,Smartphone,4.0,118148.0,17933.0
2024-07-15,CUST0146,Male,38,West,Keyboard,,3609.0,617.0
2024-09-17,CUST0147,Male,31,West,Hard Drive,3.0,22569.0,4526.0
2024-05-24,CUST0148,Male,46,South,Microphone,5.0,31025.0,6688.0
2024-02-21,CUST0149,Female,47,South,Scanner,,15428.0,1947.0
2024-08-11,CUST0150,Male,30,East,Graphics Card,12.0,473268.0,49490.0
2024-02-08,CUST0151,Male,23,North,Laptop,2.0,107712.0,12967.0
2024-03-30,CUST0152,Female,41,East,Tablet,2.0,41154.0,7687.0
2024-09-19,CUST0153,Male,48,South,Microphone,7.0,,5142.0
2024-12-03,CUST0154,Male,62,East,Microphone,6.0,49692.0,5423.0
2024-10-09,CUST0155,Male,20,Central,Speaker,10.0,66740.0,11781.0
2024-10-10,CUST0156,Female,25,East,SSD,12.0,98028.0,12571.0
2024-04-03,CUST0157,Male,48,North,Webcam,12.0,34380.0,3948.0
2024-02-11,CUST0158,Male,55,East,Mouse,3.0,1500.0,262.0
2024-08-13,CUST0159,Male,61,Central,Projector,4.0,167648.0,27176.0
2024-03-07,CUST0160,Female,51,West,Smart Watch,8.0,104296.0,13819.0
2024-09-19,CUST0161,Female,48,South,Graphics Card,12.0,485880.0,75681.0
2024-04-30,CUST0162,Male,28,Central,Smart Watch,2.0,28198.0,3277.0
2024-07-16,CUST0163,Female,19,East,Scanner,3.0,43932.0,7480.0
2024-04-11,CUST0164,Male,22,Central,Keyboard,11.0,27269.0,5600.0
2024-06-27,CUST0165,Male,58,West,Scanner,12.0,162384.0,23277.0
2024-04-17,CUST0166,Female,61,South,Power Bank,8.0,33744.0,4056.0
2024-12-23,CUST0167,Male,64,West,Camera,5.0,222045.0,38489.0
2024-04-20,CUST0168,Female,47,South,Power Bank,3.0,6744.0,899.0
2024-07-05,CUST0169,Female,35,North,Smart Watch,5.0,67885.0,7026.0
2024-03-12,CUST0170,Female,53,North,Laptop,7.0,396095.0,45667.0
2024-04-09,CUST0171,Male,52,East,Router,9.0,62685.0,10578.0
2024-08-10,CUST0172,Female,24,Central,Monitor,1.0,,3188.0
2024-09-06,CUST0173,Female,55,Central,Speaker,11.0,94281.0,20095.0
2024-06-14,CUST0174,Female,33,East,Laptop,10.0,538430.0,83242.0
2024-12-27,CUST0175,Male,28,South,Printer,12.0,195288.0,20109.0
2024-04-21,CUST0176,Female,20,East,Speaker,10.0,73540.0,14389.0
2024-10-28,CUST0177,Male,29,South,Router,11.0,59323.0,11903.0
2024-03-16,CUST0178,Female,62,Central,Tablet,,44124.0,5387.0
2024-06-18,CUST0179,Male,23,North,Mouse,10.0,14500.0,3001.0
2024-05-06,CUST0180,Male,22,West,UPS,3.0,25350.0,5051.0
2024-10-28,CUST0181,Female,55,West,Scanner,5.0,72190.0,8944.0
2024-03-13,CUST0182,Male,65,South,Smart Watch,6.0,80994.0,9759.0
2024-06-28,CUST0183,Female,62,West,Webcam,8.0,31784.0,4141.0
2024-01-11,CUST0184,Female,51,Central,Tablet,10.0,226080.0,23857.0
2024-02-17,CUST0185,Male,61,South,Microphone,,89012.0,13459.0
2024-04-25,CUST0186,Female,19,South,Microphone,10.0,80360.0,14079.0
2024-06-09,CUST0187,Male,26,South,Tablet,4.0,90728.0,16128.0
2024-10-26,CUST0188,Female,62,North,Router,11.0,76307.0,15935.0
2024-07-25,CUST0189,Male,44,Central,Power Bank,11.0,24893.0,2584.0
2024-07-05,CUST0190,Female,30,East,Monitor,1.0,20169.0,2779.0
2024-12-12,CUST0191,Female,57,West,Printer,4.0,61740.0,8365.0
2024-09-13,CUST0192,Male,51,East,Keyboard,1.0,1302.0,258.0
2024-03-21,CUST0193,Male,48,South,Speaker,8.0,53184.0,10761.0
2024-10-19,CUST0194,Male,60,East,Speaker,11.0,88462.0,12333.0
2024-11-02,CUST0195,Female,20,South,UPS,10.0,98750.0,16870.0
2024-06-18,CUST0196,Male,63,West,Tablet,8.0,181368.0,21479.0
2024-03-20,CUST0197,Male,21,Central,Printer,8.0,124384.0,14079.0
2024-01-11,CUST0198,Male,58,South,Router,4.0,27348.0,3476.0
2024-10-17,CUST0199,Male,42,West,Camera,5.0,224610.0,35107.0
2024-04-26,CUST0200,Male,61,East,Speaker,2.0,,2755.0
2024-01-05,CUST0201,Male,45,Central,Monitor,6.0,99270.0,9927.0
2024-04-27,CUST0202,Female,64,East,SSD,9.0,,12706.0
2024-10-06,CUST0203,Male,24,North,Tablet,6.0,137196.0,25416.0
2024-02-09,CUST0204,Female,34,South,Hard Drive,7.0,36050.0,5019.0
2024-09-24,CUST0205,Male,57,West,Projector,11.0,425920.0,57231.0
2024-03-10,CUST0206,Female,32,South,Printer,5.0,,8701.0
2024-04-19,CUST0207,Female,45,North,Hard Drive,11.0,59609.0,8291.0
2024-11-03,CUST0208,Female,49,North,Power Bank,8.0,25072.0,3069.0
2024-08-17,CUST0209,Male,40,Central,Laptop,3.0,167946.0,17596.0
2024-03-31,CUST0210,Female,63,West,Scanner,4.0,64552.0,11023.0
2024-10-28,CUST0211,Female,25,North,Mouse,8.0,17392.0,2442.0
2024-02-16,CUST0212,Male,37,East,Smartphone,6.0,180678.0,23565.0
2024-04-02,CUST0213,Female,54,South,Monitor,10.0,167110.0,18125.0
2024-01-24,CUST0214,Male,21,Central,Projector,12.0,483120.0,
2024-04-08,CUST0215,Female,34,East,Laptop,6.0,321738.0,69080.0
2024-02-24,CUST0216,Female,60,South,Graphics Card,4.0,158748.0,23880.0
2024-01-25,CUST0217,Male,56,Central,SSD,1.0,5507.0,1036.0
2024-06-27,CUST0218,Male,56,South,Router,3.0,13248.0,2184.0
2024-06-06,CUST0219,Female,30,West,Microphone,10.0,61700.0,7097.0
2024-11-07,CUST0220,Female,49,Central,Router,8.0,53320.0,
2024-10-23,CUST0221,Male,41,South,Scanner,4.0,61976.0,9818.0
2024-05-30,CUST0222,Female,46,Central,Graphics Card,7.0,280378.0,50367.0
2024-06-01,CUST0223,Male,36,North,Speaker,5.0,39830.0,4953.0
2024-07-24,CUST0224,Male,46,North,Smartphone,5.0,162075.0,24534.0
2024-01-15,CUST0225,Female,32,North,Keyboard,7.0,9765.0,2132.0
2024-01-30,CUST0226,Male,20,North,Graphics Card,8.0,311120.0,51400.0
2024-12-25,CUST0227,Female,33,East,SSD,8.0,61112.0,7809.0
2024-03-29,CUST0228,Male,25,West,SSD,10.0,88760.0,13066.0
2024-09-29,CUST0229,Male,27,Central,Mouse,9.0,4500.0,804.0
2024-01-14,CUST0230,Male,36,South,Scanner,4.0,61672.0,13553.0
2024-11-21,CUST0231,Male,51,East,Hard Drive,,36516.0,4154.0
2024-07-15,CUST0232,Male,38,East,Speaker,7.0,71666.0,14721.0
2024-01-01,CUST0233,Male,39,Central,Camera,9.0,394686.0,66609.0
2024-08-09,CUST0234,Female,26,South,UPS,9.0,99837.0,11238.0
2024-06-13,CUST0235,Female,48,West,Microphone,6.0,28614.0,4231.0
2024-09-04,CUST0236,Female,30,Central,Microphone,10.0,76070.0,16085.0
2024-03-27,CUST0237,Male,49,East,Camera,2.0,94034.0,10762.0
2024-02-04,CUST0238,Female,20,North,Microphone,9.0,54756.0,6246.0
2024-12-02,CUST0239,Female,56,East,Power Bank,1.0,513.0,77.0
2024-08-19,CUST0240,Female,25,West,Router,2.0,11404.0,
2024-01-20,CUST0241,Female,18,East,Mouse,3.0,7332.0,786.0
2024-06-14,CUST0242,Female,54,North,Tablet,1.0,22115.0,2675.0
2024-05-22,CUST0243,Female,60,Central,Mouse,12.0,40608.0,5162.0
2024-12-08,CUST0244,Male,21,East,Power Bank,2.0,4824.0,
2024-10-27,CUST0245,Male,46,West,Monitor,6.0,114636.0,19789.0
2024-03-27,CUST0246,Male,43,East,Graphics Card,3.0,115107.0,12852.0
2024-03-27,CUST0247,Female,38,North,Tablet,8.0,176832.0,21707.0
2024-10-09,CUST0248,Male,21,Central,Speaker,4.0,35340.0,6483.0
2024-07-10,CUST0249,Male,20,South,Printer,9.0,144423.0,19889.0
2024-12-20,CUST0250,Male,24,South,Speaker,5.0,36050.0,6915.0
2024-09-15,CUST0251,Male,35,West,Router,12.0,55440.0,11845.0
2024-01-14,CUST0252,Female,63,East,Laptop,3.0,167364.0,19838.0
2024-04-06,CUST0253,Female,43,West,Router,9.0,56457.0,11852.0
2024-12-17,CUST0254,Female,51,Central,Printer,3.0,44100.0,6709.0
2024-04-26,CUST0255,Male,24,East,Printer,4.0,,8853.0
2024-01-10,CUST0256,Female,50,West,Projector,10.0,401120.0,69225.0
2024-01-18,CUST0257,Male,25,South,Scanner,,141714.0,19395.0
2024-04-07,CUST0258,Male,34,West,Scanner,6.0,75192.0,10379.0
2024-12-29,CUST0259,Male,45,North,Microphone,4.0,18900.0,3642.0
2024-08-01,CUST0260,Female,41,Central,Mouse,8.0,8944.0,1156.0
2024-09-07,CUST0261,Male,19,East,Projector,12.0,469416.0,98160.0
2024-10-08,CUST0262,Female,59,North,Camera,2.0,91788.0,11835.0
2024-09-28,CUST0263,Male,47,South,Projector,7.0,276556.0,52246.0
2024-04-15,CUST0264,Female,22,West,Microphone,3.0,14853.0,1893.0
2024-06-14,CUST0265,Male,28,East,Power Bank,6.0,10554.0,1631.0
2024-05-07,CUST0266,Male,64,West,Laptop,12.0,663960.0,102004.0
2024-02-03,CUST0267,Male,26,North,Microphone,,42476.0,4813.0
2024-02-09,CUST0268,Female,21,East,Smart Watch,3.0,35475.0,6535.0
2024-11-03,CUST0269,Male,35,West,Monitor,9.0,157437.0,20275.0
2024-06-03,CUST0270,Female,54,South,Webcam,3.0,11199.0,1998.0
2024-10-21,CUST0271,Male,46,West,Speaker,2.0,13436.0,2648.0
2024-06-03,CUST0272,Female,42,North,Power Bank,11.0,17534.0,1788.0
2024-08-03,CUST0273,Female,31,East,Hard Drive,12.0,62076.0,11875.0
2024-07-19,CUST0274,Female,57,West,SSD,1.0,6261.0,1229.0
2024-12-17,CUST0275,Male,38,West,Monitor,4.0,72780.0,12799.0
2024-01-19,CUST0276,Female,48,South,Microphone,3.0,20115.0,4285.0
2024-02-26,CUST0277,Female,33,West,Monitor,1.0,20269.0,3637.0
2024-05-17,CUST0278,Male,34,South,Speaker,2.0,15880.0,2091.0
2024-10-04,CUST0279,Female,31,West,Smart Watch,5.0,61810.0,7051.0
2024-03-24,CUST0280,Male,40,West,Laptop,,169086.0,31944.0
2024-11-24,CUST0281,Male,55,East,Printer,4.0,54880.0,8655.0
2024-03-27,CUST0282,Female,38,Central,Graphics Card,2.0,73430.0,8194.0
2024-10-21,CUST0283,Male,34,West,Mouse,5.0,,1520.0
2024-02-12,CUST0284,Male,51,South,Laptop,4.0,227188.0,36402.0
2024-10-01,CUST0285,Male,44,North,Hard Drive,12.0,62196.0,11216.0
2024-02-18,CUST0286,Female,23,East,Printer,6.0,100260.0,14684.0
2024-06-26,CUST0287,Female,33,South,Smartphone,8.0,231392.0,45855.0
2024-03-31,CUST0288,Female,51,South,Mouse,3.0,5805.0,1199.0
2024-10-17,CUST0289,Male,59,North,UPS,10.0,94300.0,15157.0
2024-08-09,CUST0290,Male,40,West,Hard Drive,9.0,52542.0,10874.0
2024-04-01,CUST0291,Female,23,East,Mouse,2.0,1000.0,161.0
2024-10-31,CUST0292,Female,59,Central,Scanner,6.0,91242.0,15003.0
2024-04-30,CUST0293,Male,55,East,Laptop,3.0,163221.0,17374.0
2024-05-27,CUST0294,Male,43,West,Graphics Card,11.0,428626.0,71151.0
2024-10-06,CUST0295,Female,44,West,Scanner,6.0,82008.0,13069.0
2024-11-08,CUST0296,Male,32,East,SSD,11.0,98846.0,12912.0
2024-08-28,CUST0297,Female,18,South,Webcam,1.0,4007.0,531.0
2024-07-06,CUST0298,Female,50,East,Projector,7.0,285376.0,36516.0
2024-03-11,CUST0299,Female,63,East,Router,7.0,51912.0,11273.0
2024-11-14,CUST0300,Female,53,West,Mouse,3.0,10854.0,2163.0
2024-08-15,CUST0301,Male,29,Central,Scanner,12.0,157668.0,24294.0
2024-12-28,CUST0302,Female,59,Central,Speaker,2.0,17940.0,1925.0
2024-03-30,CUST0303,Female,25,Central,Microphone,,61659.0,10814.0
2024-06-27,CUST0304,Male,38,East,Camera,2.0,91856.0,15284.0
2024-07-29,CUST0305,Male,63,South,Projector,1.0,42341.0,7545.0
2024-10-19,CUST0306,Female,38,West,Projector,10.0,420610.0,86744.0
2024-05-26,CUST0307,Female,43,East,Scanner,3.0,45018.0,5174.0
2024-04-11,CUST0308,Male,35,East,Monitor,1.0,18240.0,2548.0
2024-09-12,CUST0309,Female,29,North,Laptop,5.0,271130.0,44254.0
2024-12-15,CUST0310,Female,23,South,Keyboard,9.0,15705.0,1784.0
2024-12-27,CUST0311,Female,51,East,Tablet,8.0,166520.0,19615.0
2024-08-05,CUST0312,Female,45,East,Scanner,9.0,141561.0,28127.0
2024-11-05,CUST0313,Male,32,Central,Mouse,2.0,1000.0,155.0
2024-05-29,CUST0314,Female,59,South,Projector,6.0,238320.0,48362.0
2024-05-07,CUST0315,Female,20,East,Projector,9.0,364293.0,56858.0
2024-04-15,CUST0316,Male,42,North,Printer,7.0,116144.0,13080.0
2024-10-13,CUST0317,Female,58,North,Microphone,7.0,51226.0,
2024-10-31,CUST0318,Male,25,Central,Mouse,8.0,4000.0,780.0
2024-06-16,CUST0319,Female,64,Central,Mouse,3.0,2346.0,500.0
2024-11-30,CUST0320,Female,27,West,Smartphone,8.0,246272.0,32526.0
2024-02-14,CUST0321,Female,54,West,Monitor,10.0,172350.0,35134.0
2024-05-30,CUST0322,Male,33,West,UPS,11.0,106590.0,20738.0
2024-01-24,CUST0323,Male,57,West,Scanner,9.0,146718.0,19837.0
2024-01-25,CUST0324,Male,53,South,UPS,12.0,99720.0,19093.0
2024-08-16,CUST0325,Male,44,Central,Laptop,1.0,56890.0,6396.0
2024-10-03,CUST0326,Female,56,Central,Tablet,2.0,41716.0,4698.0
2024-10-07,CUST0327,Female,39,West,Camera,5.0,235665.0,37356.0
2024-01-27,CUST0328,Female,20,North,Camera,11.0,506099.0,75947.0
2024-11-16,CUST0329,Male,63,West,Graphics Card,5.0,196545.0,29243.0
2024-02-06,CUST0330,Male,52,Central,Power Bank,9.0,,2883.0
2024-08-31,CUST0331,Female,40,East,Projector,12.0,482556.0,79043.0
2024-02-08,CUST0332,Male,23,East,Printer,11.0,154627.0,29528.0
2024-12-07,CUST0333,Female,40,Central,Smart Watch,10.0,120460.0,21208.0
2024-04-05,CUST0334,Male,43,East,Smart Watch,4.0,49380.0,8893.0
2024-01-29,CUST0335,Male,19,West,Tablet,12.0,277080.0,32385.0
2024-11-30,CUST0336,Male,60,South,Graphics Card,2.0,75386.0,11136.0
2024-04-06,CUST0337,Female,56,East,Printer,12.0,165360.0,30437.0
2024-06-01,CUST0338,Female,61,East,Hard Drive,,21932.0,3539.0
2024-10-11,CUST0339,Male,63,West,Keyboard,7.0,,1944.0
2024-01-21,CUST0340,Male,44,North,Smartphone,12.0,377076.0,70209.0
2024-11-30,CUST0341,Male,32,North,SSD,5.0,,6393.0
2024-10-16,CUST0342,Male,24,South,Microphone,5.0,24385.0,3713.0
2024-07-06,CUST0343,Male,22,North,Power Bank,,4500.0,687.0
2024-04-28,CUST0344,Female,29,East,Power Bank,1.0,1942.0,347.0
2024-03-10,CUST0345,Female,58,Central,Laptop,2.0,113398.0,11433.0
2024-12-09,CUST0346,Female,33,East,Tablet,8.0,193768.0,30300.0
2024-12-15,CUST0347,Male,48,North,Mouse,11.0,37422.0,5777.0
2024-02-04,CUST0348,Female,54,South,Smartphone,5.0,159390.0,19276.0
2024-10-13,CUST0349,Male,58,East,Camera,9.0,406062.0,
2024-12-21,CUST0350,Male,33,West,Mouse,5.0,2500.0,446.0
2024-11-05,CUST0351,Male,19,North,Graphics Card,11.0,438185.0,66938.0
2024-05-23,CUST0352,Male,36,Central,Keyboard,5.0,,2868.0
2024-08-19,CUST0353,Female,55,South,Monitor,1.0,17216.0,3033.0
2024-05-15,CUST0354,Female,29,North,Mouse,8.0,5328.0,726.0
2024-03-08,CUST0355,Female,22,West,Webcam,9.0,29988.0,5473.0
2024-08-30,CUST0356,Female,46,West,UPS,10.0,82700.0,9104.0
2024-11-19,CUST0357,Male,32,South,Mouse,1.0,2403.0,479.0
2024-10-02,CUST0358,Male,45,West,Hard Drive,9.0,66798.0,8104.0
2024-02-28,CUST0359,Male,35,Central,Mouse,1.0,3628.0,
